ka,url,first_name,last_name,full_name,bio,height,birthday,age,hometown_city,hometown_state,ignore,education,medals_gold,medals_silver,medals_bronze,sport,thumbnail_url,thumbnail_alt_text,thumbnail_photo_credit
bltad5a2786ccb91099,/profiles/parker-valby,Parker,Valby,Parker Valby,"<h5>Personal</h5><ul><li>Attended East Lake High School</li><li>Originally a competitive swimmer before starting cross-country in 2016.</li></ul><h5>Career Highlights</h5><ul><li>Gold - 2024 NCAA Indoor Track and Field Championships Boston, 3000m</li><li>Gold - 2024 NCAA Indoor Track and Field Championships Boston, 5000m</li><li>Gold - 2024 NCAA Outdoor Track and Field Championships Eugene, 5000m</li><li><span>Gold - 2024 NCAA Outdoor Track and Field Championships Eugene, 10,000m</span></li></ul>",,,,Tampa,FL,University of Florida,University of Florida,0,0,0,Track and Field,https://res.cloudinary.com/usopc-prod/image/upload/v1720596148/Valby_Parker.jpg,"Parker Valby competes in the women's 10,000 meter final on Day Nine of the 2024 U.S. Olympic Team Track & Field Trials at Hayward Field on June 29, 2024 in Eugene, Oregon.",Getty Images
bltdc2b1fd540e8d442,/profiles/jennifer-valente-877693,Jennifer,Valente,Jennifer Valente,"<h5>Personal</h5><ul><li>Daughter of Kimberly and Thomas Valente. Has two brothers, Thomas and James.</li><li><p>Started track cycling in 2009.</p></li><li><p>Credits her success to her late coach, Mark Whitehead, who passed away suddenly in July 2011.</p></li><li><p>Hobbies include swimming, body surfing, paddle boarding, sleeping and watching movies.</p></li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian; 3-time Olympic medalist (1 gold, 1 silver, 1 bronze)</li><ul><li>Olympic Games Tokyo 2020, gold (Omnium - Women), bronze (Team Pursuit (4km) - Women), 9th (Madison - Women)</li><li>Olympic Games Rio de Janeiro 2016, silver (Team Pursuit (4km) - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – gold (Omnium - Women, Scratch - Women), bronze (Elimination - Women), 6th (Madison - Women, Team Pursuit (4km) - Women)</li><li>Years of participation: Elimination - Women 2021, 2022, 2023; Madison - Women 2020, 2023; Omnium - Women 2018, 2019, 2020, 2021, 2022, 2023; Scratch - Women 2014, 2019, 2020, 2021, 2023; Team Pursuit (4km) - Women 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2022, 2023; Points Race - Women 2018, 2019, 2020, 2021, 2022; 3km Individual Pursuit - Women 2015</li><li>Medals: 17 (7 gold, 4 silver, 6 bronze)</li><ul><li>Gold – 2023 (Omnium - Women, Scratch - Women); 2022 (Omnium - Women); 2020 (Team Pursuit (4km) - Women); 2018 (Team Pursuit (4km) - Women); 2017 (Team Pursuit (4km) - Women); 2016 (Team Pursuit (4km) - Women)</li><li>Silver – 2020 (Points Race - Women, Scratch - Women); 2018 (Points Race - Women); 2015 (3km Individual Pursuit - Women)</li><li>Bronze – 2023 (Elimination - Women); 2022 (Elimination - Women, Points Race - Women); 2021 (Elimination - Women, Scratch - Women); 2019 (Omnium - Women)</li></ul></ul><h5>More</h5><p>USA Cycling</p><p>Personal Website</p>","5'9""",12/24/1994,29,San Diego,CA,University of Colorado Springs,University of Colorado Springs,1,1,1,Cycling,https://res.cloudinary.com/usopc-prod/image/upload/v1680003258/TeamUSA%20Assets/Athlete%20Profiles/Jennifer%20Valente%20877693/valente_jennifer_150x250.jpg,Head Shot,
blt7d9869c0f44f97f2,/profiles/megan-valzonis,Megan,Valzonis,Megan Valzonis,"<h5>Personal</h5><ul><li><span>Daughter of Jeff and Tracy Rodgers</span></li><li><p>Has two sisters, Racquel and Kristin</p></li><li><p>Game Day Mantra: Visualization and pre game locker room dancing is very key</p></li><li><p>Favorite Sports Quote: ""You miss 100% of the shots you don't take -Wayne Gretzky"" - Michael Scott</p></li><li><p>Best Words of Advice: Work hard but pray harder.</p></li></ul><h5>Career Highlights</h5><ul><li><p>2023: Named to the U.S. Women's National Team (June),<span>&nbsp;</span><span>Series against Canada (Charlotte, N.C.),<span>&nbsp;</span></span><span>Series against New Zealand (Charlotte, N.C.)</span></p></li><li><p>2022: Named to the U.S. Women's National Team (July)</p></li><li><p>2021: Named to the U.S. Women's National Team (June), Series against Canada (Chula Vista, Calif.), Recorded first cap on November 26 against Canada</p></li><li><p>2021: Named to the U.S. U22 Junior Pan American Championship Training Squad</p></li><li><p>2019: At Cal, named to America East All-Conference Team, NFHCA West Region First Team</p></li><li><p>2018: At Cal, named to America East All-Conference Team, NFHCA West Region First Team</p></li><li><p>2018: Named to the U.S. U-19 Women's National Team, Germany Tour</p></li><li><p>2017: At Cal, named to America East All-Tournament Team, three time America East Rookie of the Week, America East All-Conference, American East All-Rookie, NFHCA West Region Second Team</p></li><li><p>2017: Named to the U.S. U-19 Women's National Team, Ireland Tour</p></li><li><p>2016: Named to the U.S. U-17 Women's National Team, Germany Tour</p></li></ul>",,3/5/1999,25,San Diego,CA,,,0,0,0,Field Hockey,https://res.cloudinary.com/usopc-prod/image/upload/v1717958047/NGB%20Field%20Hockey/Events/2024%20Paris%20Olympic%20Games/Roster/Valzonis.png,,
blte5a6c2d7c31cf16d,/profiles/hailey-van-lith-1108884,Hailey,Van Lith,Hailey Van Lith,"<h5>Personal</h5><ul><li>Daughter of Jessica and Corey Van Lith</li><li>Has one older brother, Tanner</li><li>Father played baseball and basketball at the University of Puget Sound</li><li>Brother plays baseball at Big Bend Community College</li><li>First played basketball in second grade</li><li>Favorite player is Kyrie Irving</li><li>Favorite class is math</li><li>Member of her high school’s honor roll and honor society</li><li>Also played softball</li></ul><h5>Career Highlights</h5><ul><li>3x3 World Cup, Vienna, 2023 (Team - Women)</li><li>3x3 World Cup, Antwerp, 2022 (Team - Women)</li><li>3x3 U18 World Cup, Ulaanbaatar, 2019 (Team - Women)</li><li>World Championship U-19, Bangkok, 2019 (Team - Women)</li><li>World Championship U-17, Minsk, 2018 (Team - Women)</li></ul>","5'9""",9/9/2001,22,Wenatchee,WA,"Cashmere High School (Cashmere, Wash.) ‘20",,0,0,0,Basketball,https://res.cloudinary.com/usopc-prod/image/upload/v1718317514/TeamUSA%20Assets/Athlete%20Profiles/Hailey%20Van%20Lith%201108884/vanlith_h_hero_1108884.png,Hailey Van Lith poses for a photo.,USA Basketball
blt87df2392c7fc683d,/profiles/daleny-vaughn,Daleny,Vaughn,Daleny Vaughn,"<h5>Personal</h5><ul><li>Started BMX racing at the age of three</li><li>Got into BMX because her parents ran the local track in her town</li><li>Secured a podium finish in her first-ever elite race</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2022 – 11th (Individual - Women)</li><li>Years of participation: Individual - Women 2019, 2022</li><li>Top finish: 11th – 2022 (Individual - Women)</li></ul>",,3/27/2001,23,Tucson,AZ,,,0,0,0,Cycling,https://res.cloudinary.com/usopc-prod/image/upload/v1716996551/TeamUSA%20Assets/Athlete%20Profiles/Daleny%20Vaughn%201183686/Vaughn_d_thumbnail_1183686.jpg,Daleny Vaughn competing in BMX racing,Joe Kusumoto
blt882f84535c9b934f,/profiles/marko-vavic-804847,Marko,Vavic,Marko Vavic,"<h5>Personal</h5><ul><li>Son of Jovan and Lisa Vavic</li><li>Has three siblings, Monica, Nikola, and Stefan</li><li>Brother Nikola played collegiate water polo at USC and Stefan currently plays for USC as well</li><li>Sister Monica won a water polo junior world Championship with Team USA and also competed for USC</li><li>Enjoys surfing, skateboarding, and watching movies and television</li><li>Names Allen Iverson as his biggest sports hero</li><li>Has citizenship in Montenegro as well.</li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian;</li><ul><li>Olympic Games Paris 2024, (Team - Men)</li><li>Olympic Games Tokyo 2020, 6th (Team - Men)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2024 – 9th (Team - Men)</li><li>Years of participation: Team - Men 2017, 2019, 2022, 2023, 2024</li><li>Top finish: 6th – 2022 (Team - Men)</li></ul><h5>More</h5>USA Water Polo","6'6""",4/25/1999,25,Rancho Palos Verdes,CA,"Loyola High School (Los Angeles, Calif.) University of Southern California ‘20, Business",University of Southern California,0,0,0,Water Polo,https://res.cloudinary.com/usopc-prod/image/upload/v1682700387/TeamUSA%20Assets/Migration/Athlete%20Profiles/Marko%20Vavic%20804847/vavic_marko_150x250.jpg,Head Shot,
blte22a90404e595005,/profiles/sophia-vitas,Sophia,Vitas,Sophia Vitas,"<h5>World Championships Experience</h5><ul><li>Most recent: 2023 – bronze (Double Sculls - Women)</li><li>Years of participation: Double Sculls - Women 2022, 2023; Quadruple Sculls - Women 2019; Eight - Women 2017</li><li>Medals: 1 (1 bronze)</li><ul><li>Bronze – 2023 (Double Sculls - Women)</li></ul></ul><h5>Career Highlights</h5><ul><li>2023 World Rowing Cup II, 2nd (Women <span style='font-size: 11pt;'>– Double Sculls), 7th (Women – Quadruple Sculls)</span></li><li><p>2022 Henley Royal Regatta, semifinals</p></li><li>2022 World Rowing Cup II, 3rd (Women – Double Sculls)</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, 9th (Double Sculls - Women)</li></ul></ul>",,12/22/1992,31,Franklin,WI,University of Wisconsin '16,University of Wisconsin,0,0,0,Rowing,https://res.cloudinary.com/usopc-prod/image/upload/v1713452339/TeamUSA%20Assets/Athlete%20Profiles/Sophia%20Vitas%201061853/Vitas_s_thumbnail_1061853.png,Sophia Vitas smiling,row2k
blt6d8865e1559c0178,/profiles/dania-vizzi,Dania,Vizzi,Dania Vizzi,"<h5>Personal</h5><ul><li>Daughter of AJ and Doree Vizzi</li><li>Has one sibling, DeVanee</li><li>Qualified for the Julliard Dance Intensive, but continued to focus on shooting professionally</li><li>Nicknamed “Shooterina”</li><li>Hobbies include boxing and baking.</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – silver (Skeet - Women), 6th (Skeet - Team - Mixed)</li><li>Years of participation: Skeet - Team - Mixed 2017, 2019, 2022, 2023; Skeet - Women 2017, 2019, 2022, 2023; Skeet - Team - Women 2017, 2019, 2022</li><li>Medals: 6 (4 gold, 2 silver)</li><ul><li>Gold – 2022 (Skeet - Team - Women); 2019 (Skeet - Team - Women); 2017 (Skeet - Team - Women, Skeet - Women)</li><li>Silver – 2023 (Skeet - Women); 2017 (Skeet - Team - Mixed)</li></ul></ul><h5>Career Highlights</h5><ul><li>Pan American Games, Santiago, 2023 (Skeet - Team - Mixed, Skeet - Women)</li><li>World Cup Final, Doha, 2023 (Skeet - Women)</li><li>Pan American Games, Lima, 2019 (Skeet - Women)</li><li>World Cup Final, New Delhi, 2017 (Skeet - Women)</li></ul>","5'7""",3/24/1995,29,Tampa,FL,University of Florida '17,University of Florida,0,0,0,Shooting,https://res.cloudinary.com/usopc-prod/image/upload/v1711563546/TeamUSA%20Assets/Migration/Athlete%20Profiles/Dania%20Vizzi%20848006/Vizzi_dania_thumbnail_848006.png,Dania Vizzi smiling and holding her gold medal,Joshua Schave/USA Shooting
bltc4fd53386325a9b0,/profiles/lilia-vu,Lilia,Vu,Lilia Vu,"<h5>Personal</h5><ul><li>Began playing golf at age 7</li><li>Daughter of Vietnamese immigrants</li><li>Has one brother</li><li>Joined LPGA Tour in 2019</li></ul><h5>Career Highlights</h5><ul><li>Total of 8 professional wins</li><li>2023 Chevron Championship winner</li><li>2023 LPGA Tour Player of the Year</li><li>2023 Rolex Annika Major Award</li><li>2021 Symetra Tour Player of the Year </li><li>2018 Pac-12 Conference Player of the Year </li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2024 – 63th (Individual - Women)</li><li>Years of participation: Individual - Women 2023, 2024</li><li>Top finish: 14th – 2023 (Individual - Women)</li></ul>","5'5""",10/14/1997,26,Fountain Valley,CA,"University of California, Los Angeles","University of California, Los Angeles",0,0,0,Golf,https://res.cloudinary.com/usopc-prod/image/upload/v1721410887/TeamUSA%20Assets/Athlete%20Profiles/Lilia%20Vu%20990611/Lilia_Vu.jpg,Lilia Vu smiling,USA Golf
blt2f757a468ed07426,/profiles/kristi-wagner,Kristi,Wagner,Kristi Wagner,"<h5>Personal</h5><ul><li>Enjoys coaching, hiking in the Adirondacks, cooking and reading</li><li>Learned to row in middle school and then rowed for her high school team Wayland Weston for four years</li><li>Lists Michael Jordan as one of her inspirations: “He started as a great individual player but had to learn how to help make his team great to win all of those championships. He also has a lot of amazing quotes that can serve as quick inspiration on race day!”</li><li>Hobbies include coaching, hiking in the Adirondacks, cooking, reading, running, eating ice cream, listening to podcasts, and watching documentaries.</li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian;</li><ul><li>Olympic Games Paris 2024, 9th (Double Sculls - Women)</li><li>Olympic Games Tokyo 2020, 5th (Double Sculls - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – bronze (Double Sculls - Women)</li><li>Years of participation: Double Sculls - Women 2022, 2023</li><li>Medals: 1 (1 bronze)</li><ul><li>Bronze – 2023 (Double Sculls - Women)</li></ul></ul>","6'1""",1/25/1993,31,Weston,MA,Yale University '15,Yale University,0,0,0,Rowing,https://res.cloudinary.com/usopc-prod/image/upload/v1680012547/TeamUSA%20Assets/Athlete%20Profiles/Kristi%20Wagner%20997425/Wagner_Kristi_150x250.jpg,Kristi Wagner,
blt7b0793657c7a6684,/profiles/alex-walsh-1113339,Alex,Walsh,Alex Walsh,"<h5>Personal</h5><ul><li>Daughter of Glynis Walsh</li><li>Younger sister, Gretchen, also competes in swimming</li><li>Hobbies include baking and yoga.</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian; 1-time Olympic medalist (1 silver)</li><ul><li>Olympic Games Tokyo 2020, silver (200m Individual Medley - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – silver (200m Individual Medley - Women), 4th (400m Individual Medley - Women)</li><li>Years of participation: 200m Individual Medley - Women 2022, 2023; 400m Individual Medley - Women 2023; 200m Individual Medley (SC) - Women 2022; 4 x 100m Medley Relay - Women 2022; 4 x 100m Medley Relay (SC) - Women 2022; 4 x 200m Freestyle Relay - Women 2022; 4 x 200m Freestyle Relay (SC) - Women 2022; 4 x 50m Freestyle Relay (SC) - Mixed 2022; 4 x 50m Freestyle Relay (SC) - Women 2022; 4 x 50m Medley Relay (SC) - Mixed 2022; 4 x 50m Medley Relay (SC) - Women 2022</li><li>Medals: 10 (6 gold, 3 silver, 1 bronze)</li><ul><li>Gold – 2022 (200m Individual Medley - Women, 4 x 100m Medley Relay - Women, 4 x 200m Freestyle Relay - Women, 4 x 100m Medley Relay (SC) - Women, 4 x 50m Freestyle Relay (SC) - Women, 4 x 50m Medley Relay (SC) - Mixed)</li><li>Silver – 2023 (200m Individual Medley - Women); 2022 (200m Individual Medley (SC) - Women, 4 x 50m Medley Relay (SC) - Women)</li><li>Bronze – 2022 (4 x 200m Freestyle Relay (SC) - Women)</li></ul></ul>","6'0""",7/31/2001,23,Nashville,TN,University of Virginia ‘24,University of Virginia,0,1,0,Swimming,https://res.cloudinary.com/usopc-prod/image/upload/v1680012301/TeamUSA%20Assets/Athlete%20Profiles/Alex%20Walsh%201113339/walsh_alex_150x250.jpg,Alex Walsh,
blt09fa73ad16126c48,/profiles/gretchen-walsh,Gretchen,Walsh,Gretchen Walsh,"<h5>Personal</h5><ul><li>Daughter of Glynis and Robert Walsh</li><li>Youngest sister of Team USA Olympian Alex Walsh</li><li>Attends University of Virginia</li><li>Six-time 2023 NCAA Gold Medalist</li><li><p>Placed fifth overall in the 2020 US Olympic Swimming Trials</p></li><li>The youngest swimmer to qualify for the 2016 US Olympic Swimming Trials.</li><li>Broke the National Age Group record in the 50 yard freestyle for the 13-14 age group.</li></ul><h5>Career Highlights</h5><ul><li>World Junior Championships, Budapest, 2019 (100m Freestyle - Women, 4 x 100m Freestyle Relay - Mixed, 4 x 100m Freestyle Relay - Women, 4 x 100m Medley Relay - Mixed, 50m Freestyle - Women)</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – gold (4 x 100m Medley Relay - Women), silver (4 x 100m Freestyle Relay - Women), bronze (50m Butterfly - Women), 8th (100m Butterfly - Women), 11th (50m Freestyle - Women)</li><li>Years of participation: 100m Butterfly - Women 2023; 4 x 100m Freestyle Relay - Women 2023; 4 x 100m Medley Relay - Women 2023; 50m Butterfly - Women 2023; 50m Freestyle - Women 2023</li><li>Medals: 3 (1 gold, 1 silver, 1 bronze)</li><ul><li>Gold – 2023 (4 x 100m Medley Relay - Women)</li><li>Silver – 2023 (4 x 100m Freestyle Relay - Women)</li><li>Bronze – 2023 (50m Butterfly - Women)</li></ul></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian; 2-time Olympic medalist (2 silver)</li><ul><li>Olympic Games Paris 2024, silver (100m Butterfly - Women, 4 x 100m Freestyle Relay - Women), 8th (100m Freestyle - Women)</li></ul></ul>",,1/29/2003,21,Nashville,TN,University of Virginia,University of Virginia,0,1,0,Swimming,https://res.cloudinary.com/usopc-prod/image/upload/v1718212315/Walsh_Gretchen_MS24.jpg,"Swimmer Gretchen Walsh pose during the Team USA Paris 2024 Olympic Portrait Shoot at NBC Universal Studios Stage 16 on November 18, 2023 in Los Angeles, California.",Getty Images
blt24e463c7089ff070,/profiles/madeleine-wanamaker,Madeleine,Wanamaker,Madeleine Wanamaker,"<h5>Personal</h5><ul><li>Daughter of Janet and Thomas Wanamaker</li><li>Both of her parents rowed for Wisconsin</li><li>Started rowing in 2013 as a walk-on at the University of Wisconsin-Madison</li><li>Counts Grace Latz and Vicky Optiz amongst her sporting heroes</li><li>Loves music, art and the outdoors</li><li>She is an advocate for women’s rights and athlete mental health</li><li>Plans to pursue coaching or sports psychology and hopes to help younger athletes, especially girls, build confidence and life skills through sports.</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Tokyo 2020, 7th (Four - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 4th (Four - Women)</li><li>Years of participation: Four - Women 2018, 2019, 2023; Eight - Women 2022; Pair - Women 2022</li><li>Medals: 2 (1 gold, 1 bronze)</li><ul><li>Gold – 2018 (Four - Women)</li><li>Bronze – 2022 (Pair - Women)</li></ul></ul>","5'11""",2/14/1995,29,Neenah,WI,University of Wisconsin,University of Wisconsin,0,0,0,Rowing,https://res.cloudinary.com/usopc-prod/image/upload/v1680012551/TeamUSA%20Assets/Athlete%20Profiles/Madeleine%20Wanamaker%201047749/Wanamaker_Maddie_headshot.jpg,Head Shot,
bltdde72e353ffb181f,/profiles/amy-wang,Amy,Wang,Amy Wang,"<h5>Personal</h5><ul><li>Started playing table tennis at age 4</li><li>Her two older brothers, Allen and Eddie, and her father, Xiaota Wang, also were accomplished platers</li><li>Her father played professionally, but switched to coaching Amy</li><li>Made her first U.S. National Team at just 12 years old</li><li><p>Her all-time favorite international table tennis player is Liu Shiwen</p></li><li>Hobbies include dancing, cooking, baking, swimming, reading, writing and watching TV shows</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 9th (Doubles - Mixed), 17th (Doubles - Women), 65th (Singles - Women)</li><li>Years of participation: Doubles - Mixed 2021, 2023; Doubles - Women 2023; Singles - Women 2019, 2021, 2023; Team - Women 2018</li><li>Top finish: 9th – 2023 (Doubles - Mixed)</li></ul><h5>Career Highlights</h5><ul><li>World Cup, 2024 (Singles - Women)</li><li>Pan American Games, Santiago, 2023 (Doubles - Women, Team - Women, Singles - Women)</li><li>World Junior Championships, Vila Nova de Gaia, 2021 (Team - Women)</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, (Team - Women), 17th (Singles - Women)</li></ul></ul>",,12/2/2002,21,Sewell,NJ,,,0,0,0,Table Tennis,https://res.cloudinary.com/usopc-prod/image/upload/v1695114584/NGB%20Table%20Tennis/Athlete%20Profiles/Women%27s%20Senior%20National%20Team/2023/Amy-Wang.jpg,2023 USATT Women's National Team,
bltb9eb0757b8d43fed,/profiles/mclain-ward,McLain,Ward,McLain Ward,"<h5>Personal</h5><ul><li>Son of Barney Ward and Kristine Lindsey</li><li>Has two brothers, Jay and Dylan</li><li>Married Lauren Ward on Oct. 10, 2008</li><li>Trains at Castle Hill Farm</li><li>Hobbies include playing golf and basketball</li></ul><h5>Olympic Experience</h5><ul><li>6-time Olympian; 5-time Olympic medalist (2 gold, 3 silver)</li><ul><li>Olympic Games Paris 2024, silver (Team - Open)</li><li>Olympic Games Tokyo 2020, silver (Team - Open)</li><li>Olympic Games Rio de Janeiro 2016, silver (Team - Open), 9th (Individual - Open)</li><li>Olympic Games London 2012, 6th (Team - Open), 29th (Individual - Open)</li><li>Olympic Games Beijing 2008, gold (Team - Open), 5th (Individual - Open)</li><li>Olympic Games Athens 2004, gold (Team - Open), 25th (Individual - Open)</li></ul></ul><h5>World Championship Experience</h5><ul><li>Most recent: 2022 - 56th (individual)</li><li>Years of Participation: 2006 (Sapphire), 2010 (Sapphire), 2014 (Rothchild), 2018 (Clinta), 2022 (Contagious)</li><li>Medals: 3 (1 silver, 1 bronze)<ul><li>Gold <span>– 2018 (team)</span></li><li>Silver – 2006 (team)</li><li>Bronze – 2014 (team)</li></ul></li></ul>","5'9""",10/17/1975,48,Brewster,NY,Greenwich Country Day School ‘93,,2,3,0,Equestrian,https://res.cloudinary.com/usopc-prod/image/upload/v1680012912/TeamUSA%20Assets/Athlete%20Profiles/McLain%20Ward%20836303/wardhead.jpg,,
bltb35e0357ebad40b6,/profiles/haleigh-washington-1146526,Haleigh,Washington,Haleigh Washington,"<h5>Personal</h5><ul><li>Parents are Danielle and Alecs</li><li>The oldest of three siblings</li><li>Named the 2013 Volleyball Magazine National Player of the Year</li><li>Started playing professionally in Italy in 2018</li><li>Hobbies include reading, writing, hiking and puzzles</li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian; 1-time Olympic medalist (1 gold)</li><ul><li>Olympic Games Paris 2024, (Team - Women)</li><li>Olympic Games Tokyo 2020, gold (Team - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2022 – 4th (Team - Women)</li><li>Years of participation: Team - Women 2022</li><li>Top finish: 4th – 2022 (Team - Women)</li></ul>","6'3""",9/22/1995,28,Colorado Springs,CO,Pennsylvania State University ‘17,Pennsylvania State University,1,0,0,Volleyball,https://res.cloudinary.com/usopc-prod/image/upload/v1680012956/TeamUSA%20Assets/Athlete%20Profiles/Haleigh%20Washington%201146526/pHaleighWashington20.jpg,Haleigh Washington,
blt685d862a4ef4b0ff,/profiles/samuel-watson,Sam,Watson,Sam Watson,"<h5>Personal</h5><ul><li>Began climbing at five years old</li><li>Qualified for the Olympic Games Paris 2024 by securing gold at the Pan American Games</li><li>Personal best time in speed climbing is 5.02 seconds</li><li>Hobbies include playing chess and playing Mario Kart</li><li>Favorite athlete is Manu Ginobili</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 71th (Speed - Men)</li><li>Years of participation: Speed - Men 2023</li><li>Top finish: 71th – 2023 (Speed - Men)</li></ul><h5>Career Highlights</h5><ul><li>Pan American Games, Santiago, 2023 (Speed - Men)</li><li>World Cup, 2023 (Speed - Men)</li><li>World Cup, 2022 (Speed - Men)</li><li>World Youth Championships, Dallas, 2022 (Speed - Men)</li><li>World Youth Championships, Voronezh, 2021 (Speed - Men)</li></ul>",,2/27/2006,18,Southlake,TX,,,0,0,0,Sport Climbing,https://res.cloudinary.com/usopc-prod/image/upload/v1698032269/TeamUSA%20Assets/Pan%20American%20Games%202023/Top%20Shots/20231022_Samuel_Watson_PanAm2023_GoldenTicket.jpg,Sam Watson of Team USA poses with his golden ticket for the Paris 2024 Olympics.,Team USA
blt9a38d872f67e2b64,/profiles/courtney-wayment-smith,Courtney,Wayment-Smith,Courtney Wayment-Smith,,,8/4/1998,25,Layton,UT,Brigham Young University,Brigham Young University,0,0,0,Track and Field,,,
blta37a1b90f5c0b5ca,/profiles/emma-weber,Emma,Weber,Emma Weber,"<h5>Personal</h5><ul><li><span>Parents are Kurt and Deirdre Weber. Has one brother, Reid</span></li><li>Weber's mother ran track at the University of Richmond</li><li><span>All-ACC Academic Team selection</span></li><li>Became the <span>Colorado State Champion in high school in the 100 breaststroke and 200 IM</span></li><li>Enrolled in the College of Arts and Sciences</li></ul><h5>Career Highlights</h5><ul><li>Pan American Games, Santiago, 2023 (4 x 100m Medley Relay - Women, 100m Breaststroke - Women, 200m Breaststroke - Women)</li><li>World Cup, 2021 (Overall Ranking - Women)</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, 23th (100m Breaststroke - Women)</li></ul></ul>",,1/13/2004,20,Boulder,CO,University of Virginia,University of Virginia,0,0,0,Swimming,https://res.cloudinary.com/usopc-prod/image/upload/v1718926368/TeamUSA%20Assets/Athlete%20Profiles/Emma%20Weber%201127709/Weber_E_thumbnail.jpg,Emma Weber swimming,Joe Kusumoto
blt36a963226957edd2,/profiles/adrian-weinberg,Adrian,Weinberg,Adrian Weinberg,"<h5>Personal</h5><ul><li>Son of Jon Weinberg and Matilde Perez</li><li>Has one sister, Carolina</li></ul><h5>Career Highlights</h5><ul><li>24 saves at the 2024 World Aquatics World Championships in Doha</li><li>49 saves at the 2023 World Aquatics World Championships in Fukuoka, Japan</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, (Team - Men)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2024 – 9th (Team - Men)</li><li>Years of participation: Team - Men 2022, 2023, 2024</li><li>Top finish: 6th – 2022 (Team - Men)</li></ul>",,11/25/2001,22,Los Angeles,CA,,,0,0,0,Water Polo,https://res.cloudinary.com/usopc-prod/image/upload/v1720205554/Weinberg_AdrianHS.jpg,"Adrian Weinberg poses for a portrait after USA Water Polo announced the 2024 U.S. Olympic Men's Water Polo Team roster at Republique on June 18, 2024 in Los Angeles, California.",Getty Images
blt7b6e6c1b2a140ff9,/profiles/claire-weinstein,Claire,Weinstein,Claire Weinstein,"<h5>Personal</h5><ul><li>Began swimming on her own by the age of three and racing in competitions by age six</li><li>Competes in both open water and indoor pool events</li><li>Was one of the youngest swimmers to compete</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 12th (200m Freestyle - Women)</li><li>Years of participation: 200m Freestyle - Women 2022, 2023; 4 x 200m Freestyle Relay - Women 2022</li><li>Medals: 1 (1 gold)</li><ul><li>Gold – 2022 (4 x 200m Freestyle Relay - Women)</li></ul></ul><h5>Career Highlights</h5><ul><li>World Aquatics Open Water Swimming World Cup, 2023 (10km Freestyle - Women)</li><li>World Cup, 2023 (Overall Ranking - Women)</li><li>World Cup, 2022 (Overall Ranking - Women)</li><li>World Junior Championships, Beau Vallon, 2022 (5km - Team Relay - Mixed, 5km Freestyle - Women)</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian; 1-time Olympic medalist (1 silver)</li><ul><li>Olympic Games Paris 2024, silver (4 x 200m Freestyle Relay - Women), 8th (200m Freestyle - Women)</li></ul></ul>",,3/1/2007,17,Las Vegas,NV,University of California - Berkeley,"University of California, Berkeley",0,1,0,Swimming,https://res.cloudinary.com/usopc-prod/image/upload/v1718811847/TeamUSA%20Assets/Athlete%20Profiles/Claire%20Weinstein%201228179/Weinstein_C_thumbnail.jpg,Claire Weinstein smiling,Getty Images
